#融资时间,融资公司,公司的种类,融资的轮次,公司地址,融资金额, 投资方（以空格分割),链接
2014.12.5,微微拼车VV拼车,汽车交通,天使轮,北京,400万人民币,中新圆梦投资,https://www.itjuzi.com/investevents/17995
2014.12.5,Loading,文化娱乐,种子轮,上海,未透露,天使湾,https://www.itjuzi.com/investevents/6404
2014.12.5,晚上去哪儿,社交网络,种子轮,北京,未透露,天使湾,https://www.itjuzi.com/investevents/6405
2014.12.5,回家吃饭APP,本地生活,A轮,北京,数百万美元,金沙江创投,https://www.itjuzi.com/investevents/6408
2014.12.5,北海康成,医疗健康,A轮,北京,1000万美元,启明创投,https://www.itjuzi.com/investevents/6414
2014.12.5,携车网-府上养车,汽车交通,A轮,上海,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/6415
2014.12.5,珍诚医药在线,医疗健康,B轮,浙江,2.71亿人民币,康恩贝,https://www.itjuzi.com/investevents/6417
2014.12.5,北京璧合广告,广告营销,B轮,北京,4300万人民币,蓝色光标,https://www.itjuzi.com/investevents/6485
2014.12.5,典典养车-养车点点,汽车交通,B轮,浙江,3000万美元,纪源资本GGV 和玉基金,https://www.itjuzi.com/investevents/6553
2014.12.5,RiceQuant米筐科技,金融,天使轮,广东,数百万美元,源码资本,https://www.itjuzi.com/investevents/10165
2014.12.4,百车宝(汽车大师),汽车交通,天使轮,北京,数百万人民币,真格基金,https://www.itjuzi.com/investevents/6379
2014.12.4,悠哉旅游网,旅游,C轮,上海,数千万人民币,众信旅游,https://www.itjuzi.com/investevents/6381
2014.12.4,安徽华米科技,硬件,B轮,安徽,3500万美元,高榕资本Banyan Fund 红杉资本中国 晨兴资本 顺为基金,https://www.itjuzi.com/investevents/6398
2014.12.4,聚财猫,金融,天使轮,上海,数百万人民币,高榕资本Banyan Fund,https://www.itjuzi.com/investevents/7962
2014.12.4,生活半径,本地生活,B轮,北京,5000万人民币,广东弘图广电,https://www.itjuzi.com/investevents/10686
2014.12.4,悦腾互动EPICJOY,游戏,天使轮,北京,300万人民币,互动娱乐,https://www.itjuzi.com/investevents/11477
2014.12.4,伙星-趣点移动,社交网络,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/11536
2014.12.4,自在影业,广告营销,A轮,北京,5000万人民币,洪泰基金,https://www.itjuzi.com/investevents/4544
2014.12.4,掌上纵横,游戏,A轮,北京,数千万人民币,昆吾九鼎投资,https://www.itjuzi.com/investevents/12657
2014.12.4,冰火互动,游戏,天使轮,北京,数百万人民币,龙渊云腾(当乐网),https://www.itjuzi.com/investevents/12846
2014.12.4,好讲师网络,教育,天使轮,广东,数百万人民币,纽信创投,https://www.itjuzi.com/investevents/12850
2014.12.4,中科慧眼,汽车交通,天使轮,北京,数百万人民币,腾讯,https://www.itjuzi.com/investevents/13199
2014.12.4,商询科技DataMesh,企业服务,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/14751
2014.12.4,易照顾科技(温宝宝),硬件,A轮,上海,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/16706
2014.12.3,ZEUSÉ宙世科技,硬件,Pre-A轮,北京,300万人民币,娱乐工场,https://www.itjuzi.com/investevents/13163
2014.12.3,银承库,金融,A轮,北京,数千万人民币,IDG资本,https://www.itjuzi.com/investevents/14466
2014.12.3,繁星优选,电子商务,A轮,北京,1725万人民币,北极光创投,https://www.itjuzi.com/investevents/14745
2014.12.3,Teambition,企业服务,A轮,上海,500万美元,IDG资本 VANGOO盘古创富,https://www.itjuzi.com/investevents/3985
2014.12.3,分期乐,金融,B轮,广东,1亿美元,DST 贝塔斯曼亚洲投资基金 经纬中国 华兴资本 险峰长青(险峰华兴),https://www.itjuzi.com/investevents/6367
2014.12.3,夜聊-夜猫科技,社交网络,天使轮,北京,数百万人民币,厚德创新谷 北软天使基金,https://www.itjuzi.com/investevents/6368
2014.12.3,Livehouse.in爱卡拉,文化娱乐,天使轮,台湾,数千万新台币,Cherubic Ventures心元资本,https://www.itjuzi.com/investevents/6372
2014.12.3,互联在线,企业服务,B轮,广东,2000万美元,投资方未透露,https://www.itjuzi.com/investevents/6375
2014.12.3,爱狗团,本地生活,天使轮,湖北,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/7975
2014.12.3,车轮互联-易点时空,汽车交通,B轮,上海,数千万美元,君联资本,https://www.itjuzi.com/investevents/9830
2014.12.3,轻客-微语科技,本地生活,天使轮,浙江,数百万人民币,天使湾,https://www.itjuzi.com/investevents/9916
2014.12.3,法爱工程,企业服务,天使轮,广东,未透露,投资方未透露,https://www.itjuzi.com/investevents/10121
2014.12.3,微头条,文化娱乐,天使轮,广东,数百万人民币,创业工场VenturesLab,https://www.itjuzi.com/investevents/10555
2014.12.3,琳龙互动,游戏,天使轮,广东,数百万人民币,IDG资本 CA创投,https://www.itjuzi.com/investevents/11422
2014.12.2,趣分期,金融,C轮,北京,数千万美元,源码资本 蓝驰创投,https://www.itjuzi.com/investevents/6353
2014.12.2,QLL快速语言学习,教育,A轮,台湾,45万美元,Incubate Fund Pinehurst Advisors B Dash Ventures,https://www.itjuzi.com/investevents/6355
2014.12.2,SequoiaDB 巨杉数据库,企业服务,A轮,广东,数千万美元,启明创投,https://www.itjuzi.com/investevents/6357
2014.12.2,路路行旅游Lulutrip,旅游,A轮,上海,1000万美元,光速安振,https://www.itjuzi.com/investevents/6363
2014.12.2,贝美互动,硬件,天使轮,广东,1000万人民币,奥飞动漫 微光创投(吴宵光),https://www.itjuzi.com/investevents/7782
2014.12.2,瀚立商业-万有集市,房产服务,B轮,上海,数千万美元,磐石资本 IDG资本,https://www.itjuzi.com/investevents/11344
2014.12.2,邻里间,本地生活,天使轮,广东,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/11440
2014.12.2,牛客网,教育,天使轮,北京,未透露,景林投资,https://www.itjuzi.com/investevents/12353
2014.12.2,RippleTek瑞小博科技,企业服务,A轮,四川,数千万人民币,美团(新美大),https://www.itjuzi.com/investevents/13643
2014.12.2,通用机器人,硬件,天使轮,辽宁,625万人民币,英诺天使基金,https://www.itjuzi.com/investevents/13927
2014.12.2,微租车,汽车交通,天使轮,北京,1000万人民币,济南华科创投,https://www.itjuzi.com/investevents/17478
2014.12.1,挖财网,金融,B轮,浙江,5000万美元,宽带资本CBC 中金公司 IDG资本 鼎晖投资 启明创投,https://www.itjuzi.com/investevents/6334
2014.12.1,骑达科技,硬件,A轮,广东,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/6343
2014.12.1,世纪互联,企业服务,IPO上市后,北京,2.92亿美元,金山软件 小米科技 Temasek淡马锡,https://www.itjuzi.com/investevents/6348
2014.12.1,万鞋云商,电子商务,A轮,福建,1.2亿人民币,投资方未透露,https://www.itjuzi.com/investevents/6349
2014.12.1,会会达人,社交网络,天使轮,北京,300万人民币,经纬中国,https://www.itjuzi.com/investevents/6350
2014.12.1,大V店,电子商务,天使轮,北京,300万人民币,洪泰基金,https://www.itjuzi.com/investevents/6351
2014.12.1,IMO班聊-imo云办公室,企业服务,C轮,上海,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/6436
2014.12.1,一块邮,电子商务,A轮,广东,1.5亿人民币,投资方未透露,https://www.itjuzi.com/investevents/6437
2014.12.1,小蛋智能空气净化器,硬件,A轮,广东,数千万人民币,京东 猎豹移动,https://www.itjuzi.com/investevents/6642
2014.12.1,油通网络,汽车交通,天使轮,北京,数百万人民币,国泰创投,https://www.itjuzi.com/investevents/6820
2014.12.1,小脸猫美容,本地生活,天使轮,广东,数百万人民币,NextBig三万弘合投资,https://www.itjuzi.com/investevents/7526
2014.12.1,全民众筹,金融,天使轮,河北,135万人民币,投资方未透露,https://www.itjuzi.com/investevents/7666
2014.12.1,火速轻应用(火速网络),工具软件,天使轮,北京,200万人民币,投资方未透露,https://www.itjuzi.com/investevents/8992
2014.12.1,旺铺帮,本地生活,天使轮,北京,未透露,险峰长青(险峰华兴),https://www.itjuzi.com/investevents/9075
2014.12.1,Kaistart开始众筹,金融,天使轮,浙江,1000万人民币,盈动投资(盈开投资) 暾澜投资 浙江文创控股集团,https://www.itjuzi.com/investevents/11245
2014.12.1,韩你玩,旅游,天使轮,北京,数百万人民币,信天创投,https://www.itjuzi.com/investevents/11289
2014.12.1,如涵电商,电子商务,A轮,浙江,未透露,赛富基金,https://www.itjuzi.com/investevents/12060
2014.12.1,大数金融,金融,A轮,广东,1亿人民币,红杉资本中国,https://www.itjuzi.com/investevents/12090
2014.12.1,口袋宝宝,文化娱乐,天使轮,上海,未透露,险峰长青(险峰华兴),https://www.itjuzi.com/investevents/12274
2014.12.1,易绚模型,文化娱乐,天使轮,北京,数百万人民币,梅花天使创投 九合创投,https://www.itjuzi.com/investevents/12347
2014.12.1,COMING宠物管家,本地生活,天使轮,浙江,300万人民币,投资方未透露,https://www.itjuzi.com/investevents/12503
2014.12.1,美颜家,本地生活,天使轮,广东,300万人民币,晨兴资本,https://www.itjuzi.com/investevents/12525
2014.12.1,LinBell,硬件,天使轮,湖北,数千万人民币,奇虎360,https://www.itjuzi.com/investevents/14600
2014.12.1,小红唇,电子商务,天使轮,北京,数百万人民币,蓝驰创投 双湖资本,https://www.itjuzi.com/investevents/14700
2014.12.1,缤果水果,电子商务,天使轮,广东,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/15160
2014.12.1,虾米游戏(虾米网络),游戏,天使轮,上海,数百万人民币,合力投资,https://www.itjuzi.com/investevents/15862
2014.12.1,北迈网(北迈汽配),汽车交通,A轮,北京,数千万人民币,汉能投资,https://www.itjuzi.com/investevents/15992
2014.12.1,好医通(医通在线),医疗健康,A轮,上海,数千万人民币,千骥资本 卫宁软件(卫宁健康),https://www.itjuzi.com/investevents/16012
2014.12.1,租喔网络,房产服务,种子轮,重庆,30万人民币,投资方未透露,https://www.itjuzi.com/investevents/16172
2014.12.1,订房宝,旅游,天使轮,北京,600万人民币,浙商创投 丰厚资本 娱乐工场,https://www.itjuzi.com/investevents/2056
2014.11.31,信通袋,金融,天使轮,北京,80万人民币,黑马基金,https://www.itjuzi.com/investevents/6323
2014.11.31,Video++极链网络,企业服务,种子轮,上海,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/7026
2014.11.30,优客逸家,房产服务,B轮,四川,2200万美元,经纬中国 SIG海纳亚洲 君联资本 华兴资本,https://www.itjuzi.com/investevents/6316
2014.11.30,微财,金融,A轮,广东,未透露,投资方未透露,https://www.itjuzi.com/investevents/6326
2014.11.30,北京清软海芯科技,硬件,天使轮,北京,数百万人民币,真格基金 洪泰基金,https://www.itjuzi.com/investevents/6624
2014.11.30,iDarex敢玩,体育运动,天使轮,北京,400万人民币,IDG资本 PreAngel,https://www.itjuzi.com/investevents/6648
2014.11.30,VINCI智能耳机,硬件,天使轮,北京,数百万人民币,Cherubic Ventures心元资本 和玉基金 贵格天使,https://www.itjuzi.com/investevents/6870
2014.11.30,36氪36KR,金融,C轮,北京,数千万美元,经纬中国,https://www.itjuzi.com/investevents/6879
2014.11.30,鸭梨心理,医疗健康,天使轮,北京,500万人民币,景林投资,https://www.itjuzi.com/investevents/6890
2014.11.30,8天在线,电子商务,A轮,江苏,数千万人民币,复星昆仲,https://www.itjuzi.com/investevents/7035
2014.11.30,新西少,本地生活,天使轮,北京,未透露,洪泰基金,https://www.itjuzi.com/investevents/7227
2014.11.30,FarmLink链农,本地生活,A轮,北京,800万美元,红杉资本中国,https://www.itjuzi.com/investevents/7460
2014.11.30,ChinaScope数库,金融,B轮,上海,数千万美元,京东,https://www.itjuzi.com/investevents/8804
2014.11.30,啄木鸟修家电,本地生活,天使轮,重庆,3000万人民币,投资方未透露,https://www.itjuzi.com/investevents/9276
2014.11.30,Geohey极海,企业服务,天使轮,北京,数百万人民币,朗玛峰创投,https://www.itjuzi.com/investevents/9313
2014.11.30,黑白校园,社交网络,Pre-A轮,北京,数百万人民币,云天使基金,https://www.itjuzi.com/investevents/13104
2014.11.30,万达电商飞凡网,电子商务,战略投资,上海,数千万人民币,腾讯 百度,https://www.itjuzi.com/investevents/14408
2014.11.30,药给力,医疗健康,天使轮,北京,数百万人民币,联创策源,https://www.itjuzi.com/investevents/3334
2014.11.30,STARY电动滑板,硬件,天使轮,上海,500万人民币,IDG资本,https://www.itjuzi.com/investevents/3967
2014.11.29,青年汇公寓,房产服务,A轮,上海,数千万人民币,联创永宣,https://www.itjuzi.com/investevents/6313
2014.11.29,陌陌,社交网络,F轮-上市前,北京,6000万美元,阿里巴巴 58同城,https://www.itjuzi.com/investevents/6314
2014.11.29,韩后Hanhoo,电子商务,A轮,广东,1亿人民币,红杉资本中国,https://www.itjuzi.com/investevents/6317
2014.11.29,来一火,本地生活,A轮,四川,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/6318
2014.11.29,文书车云,汽车交通,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/6329
2014.11.29,iGola骑鹅旅行,旅游,天使轮,广东,数百万人民币,丰厚资本,https://www.itjuzi.com/investevents/6426
2014.11.29,21Pink,文化娱乐,A轮,上海,数百万美元,云启资本,https://www.itjuzi.com/investevents/6816
2014.11.29,题管家,教育,天使轮,北京,数百万人民币,东方弘道(弘合基金) NextBig三万弘合投资 清控科创控股,https://www.itjuzi.com/investevents/7382
2014.11.29,一见视频,企业服务,天使轮,北京,未透露,PartnerAngel伙伴创投戴志康,https://www.itjuzi.com/investevents/10054
2014.11.28,网上百科全书,本地生活,天使轮,天津,200万人民币,投资方未透露,https://www.itjuzi.com/investevents/6297
2014.11.28,奇迹曼特,教育,A轮,北京,数千万人民币,好未来(学而思),https://www.itjuzi.com/investevents/6299
2014.11.28,陪读网,教育,A轮,北京,数千万人民币,同创伟业,https://www.itjuzi.com/investevents/6300
2014.11.28,运满满,电子商务,A轮,上海,500万美元,光速安振,https://www.itjuzi.com/investevents/6301
2014.11.28,七洲网,旅游,A轮,广东,数千万人民币,盛大集团,https://www.itjuzi.com/investevents/6330
2014.11.28,二柄APP周目科技,游戏,天使轮,上海,数百万人民币,极客帮创投,https://www.itjuzi.com/investevents/6388
2014.11.28,TheBeast野兽派花店,电子商务,A轮,上海,数百万美元,经纬中国,https://www.itjuzi.com/investevents/7268
2014.11.28,仙峰网络-屠神,游戏,A轮,江苏,1000万人民币,互动娱乐,https://www.itjuzi.com/investevents/11479
2014.11.28,中科柏诚科技,金融,A轮,北京,1500万人民币,联想创投集团(乐基金) 启赋资本,https://www.itjuzi.com/investevents/4027
2014.11.28,吃饭儿,本地生活,A轮,北京,数千万人民币,景林投资 源码资本 以太资本,https://www.itjuzi.com/investevents/4419
2014.11.27,炎尔体育旅游,旅游,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/4492
2014.11.27,美味不用等,本地生活,B轮,上海,2000万美元,经纬中国,https://www.itjuzi.com/investevents/6286
2014.11.27,南极熊3D打印,硬件,天使轮,北京,数百万人民币,真格基金,https://www.itjuzi.com/investevents/6292
2014.11.27,北京钛核互动,游戏,天使轮,北京,数百万人民币,真格基金 掌趣创享基金,https://www.itjuzi.com/investevents/6293
2014.11.27,萌码网,教育,天使轮,北京,未透露,投资方未透露,https://www.itjuzi.com/investevents/6296
2014.11.27,游艺先生,游戏,天使轮,北京,400万人民币,互动娱乐,https://www.itjuzi.com/investevents/11480
2014.11.27,iTrip爱去自由网,旅游,A轮,四川,数千万人民币,戈壁投资 远镜创投,https://www.itjuzi.com/investevents/11969
2014.11.26,启明医疗,医疗健康,B轮,浙江,数千万美元,红杉资本中国 德诺资本Dinova Capital,https://www.itjuzi.com/investevents/15828
2014.11.26,钱袋宝,金融,A轮,北京,亿元及以上人民币,IDG资本 高榕资本Banyan Fund 海通开元,https://www.itjuzi.com/investevents/6275
2014.11.26,JuiceUp美雪悦体,电子商务,A轮,北京,数百万美元,今日投资何伯权,https://www.itjuzi.com/investevents/6276
2014.11.26,魔游游手游交易网,游戏,A轮,北京,1亿人民币,华映资本,https://www.itjuzi.com/investevents/6277
2014.11.26,网鱼网咖,本地生活,A轮,上海,3500万人民币,联众世界-联众游戏,https://www.itjuzi.com/investevents/6278
2014.11.26,企时代,本地生活,天使轮,北京,未透露,500 Startups,https://www.itjuzi.com/investevents/6280
2014.11.26,南方银谷,广告营销,B轮,广东,数千万人民币,中国平安(平安创新投) 奇虎360,https://www.itjuzi.com/investevents/7501
2014.11.26,微兼职,企业服务,A轮,北京,数百万人民币,BWVC泽厚资本,https://www.itjuzi.com/investevents/7865
2014.11.26,一条视频,文化娱乐,A轮,上海,数百万美元,挚信资本 SIG海纳亚洲,https://www.itjuzi.com/investevents/7871
2014.11.26,丝芭传媒SNH48,文化娱乐,A轮,上海,数千万人民币,创新工场,https://www.itjuzi.com/investevents/11119
2014.11.26,上海峰豹网络,游戏,天使轮,上海,400万人民币,互动娱乐,https://www.itjuzi.com/investevents/11475
2014.11.25,真融宝,金融,Pre-A轮,北京,1000万人民币,安芙兰创投 梅花天使创投,https://www.itjuzi.com/investevents/6266
2014.11.25,全棉时代,电子商务,A轮,广东,亿元及以上人民币,红杉资本中国,https://www.itjuzi.com/investevents/8278
2014.11.25,万户航空航天科技,硬件,天使轮,北京,数百万人民币,险峰长青(险峰华兴),https://www.itjuzi.com/investevents/12121
2014.11.24,小米彩票(彩米科技),文化娱乐,A轮,广东,数千万人民币,小米科技,https://www.itjuzi.com/investevents/14472
2014.11.24,美丽约(三叉戟),社交网络,C轮,上海,数千万人民币,融银资本 磐石资本 青松基金,https://www.itjuzi.com/investevents/15157
2014.11.24,窝牛租房,房产服务,天使轮,北京,数百万人民币,以太资本,https://www.itjuzi.com/investevents/6382
2014.11.24,英语趣配音,教育,天使轮,浙江,数百万人民币,PreAngel 迭代资本,https://www.itjuzi.com/investevents/7325
2014.11.24,优拍APP,文化娱乐,天使轮,北京,数百万人民币,光信资本,https://www.itjuzi.com/investevents/7428
2014.11.24,Worktile工作台,企业服务,A轮,北京,数千万人民币,宽带资本CBC,https://www.itjuzi.com/investevents/4945
2014.11.24,捡人网,旅游,A轮,上海,1000万人民币,红杉资本中国,https://www.itjuzi.com/investevents/4946
2014.11.24,小荷特卖,电子商务,A轮,广东,数千万美元,光速安振 红杉资本中国,https://www.itjuzi.com/investevents/4948
2014.11.24,神盾快运,物流,天使轮,上海,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/4949
2014.11.24,爱博诺德,医疗健康,A轮,北京,6250万人民币,斯道资本(富达亚洲),https://www.itjuzi.com/investevents/4950
2014.11.23,中青创投网,金融,A轮,河南,3000万人民币,投资方未透露,https://www.itjuzi.com/investevents/4936
2014.11.23,懒人APP,本地生活,天使轮,北京,500万人民币,投资方未透露,https://www.itjuzi.com/investevents/4940
2014.11.22,火辣健身,本地生活,天使轮,北京,数百万人民币,阿米巴资本 明嘉资本 Star VC,https://www.itjuzi.com/investevents/7158
2014.11.22,孩教圈,教育,天使轮,广东,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/8996
2014.11.21,网融宝,金融,天使轮,广东,数百万人民币,景林投资 以太资本,https://www.itjuzi.com/investevents/11164
2014.11.21,趣交友/卡有趣,社交网络,天使轮,上海,未透露,投资方未透露,https://www.itjuzi.com/investevents/11886
2014.11.21,Ivy Gallery相片管家,文化娱乐,天使轮,北京,数百万人民币,IDG资本,https://www.itjuzi.com/investevents/12816
2014.11.21,买金网,电子商务,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/13053
2014.11.21,iTools创想天空Thinksy,工具软件,B轮,广东,1亿人民币,光信资本,https://www.itjuzi.com/investevents/1637
2014.11.21,Egret Engine白鹭时代,企业服务,A轮,北京,1000万美元,顺为基金,https://www.itjuzi.com/investevents/4924
2014.11.21,抗癌卫士,医疗健康,A轮,北京,200万美元,软银中国,https://www.itjuzi.com/investevents/4925
2014.11.21,oTMS.cn百川快线,物流,A轮,北京,600万美元,经纬中国 百度 紫辉创投,https://www.itjuzi.com/investevents/4929
2014.11.20,免签精选游TripVip,旅游,天使轮,广东,600万人民币,中国平安(平安创新投),https://www.itjuzi.com/investevents/3194
2014.11.20,猎上网HunterOn,企业服务,B轮,上海,2000万美元,红杉资本中国 IDG资本 华创资本,https://www.itjuzi.com/investevents/4921
2014.11.20,hiStarter奇创网,企业服务,天使轮,上海,数百万人民币,新进创投 InnoSpace创智空间,https://www.itjuzi.com/investevents/6509
2014.11.20,卡曼车联网,汽车交通,A轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/6678
2014.11.20,极果网,硬件,天使轮,北京,数百万人民币,天使投资人吴泳铭,https://www.itjuzi.com/investevents/6948
2014.11.20,股票赢家,金融,天使轮,上海,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/7374
2014.11.20,云朵儿童安全鞋,硬件,A轮,福建,数千万人民币,光信资本,https://www.itjuzi.com/investevents/7423
2014.11.20,报修一站通,本地生活,天使轮,上海,500万人民币,戈壁投资,https://www.itjuzi.com/investevents/8921
2014.11.20,马上理财,金融,天使轮,上海,数百万人民币,湖畔山南资本,https://www.itjuzi.com/investevents/8937
2014.11.20,51VV娱乐社区,文化娱乐,A轮,北京,数千万美元,创新工场,https://www.itjuzi.com/investevents/11094
2014.11.19,同心医联(同心医疗),医疗健康,天使轮,北京,数百万人民币,联想之星,https://www.itjuzi.com/investevents/6362
2014.11.19,珠海微时光,游戏,天使轮,广东,数百万人民币,乐游资本,https://www.itjuzi.com/investevents/8226
2014.11.19,易极拍卖,电子商务,A轮,北京,1000万人民币,维西资本,https://www.itjuzi.com/investevents/4890
2014.11.19,嘀嗒拼车,汽车交通,A轮,北京,1000万美元,IDG资本,https://www.itjuzi.com/investevents/4902
2014.11.19,筷子旅行,旅游,天使轮,北京,1000万人民币,梅花天使创投,https://www.itjuzi.com/investevents/4903
2014.11.19,爱奇艺,文化娱乐,B轮,北京,3亿美元,小米科技 顺为基金 百度,https://www.itjuzi.com/investevents/4906
2014.11.19,华谊兄弟,文化娱乐,战略投资,北京,36亿人民币,腾讯 阿里巴巴 中国平安(平安创新投),https://www.itjuzi.com/investevents/4907
2014.11.19,沃迪康WorldCare,医疗健康,A轮,北京,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/4914
2014.11.19,测测星座/力拓飞远,文化娱乐,A轮,北京,数千万人民币,远瞻资本,https://www.itjuzi.com/investevents/13242
2014.11.19,上海汉果投资,金融,天使轮,上海,数百万人民币,光合创投(光合基金),https://www.itjuzi.com/investevents/13603
2014.11.18,小酱油,本地生活,天使轮,北京,数百万人民币,北软天使基金 厚德创新谷,https://www.itjuzi.com/investevents/12743
2014.11.18,GraceBaye/游子线创意,电子商务,天使轮,广东,未透露,广东天使会,https://www.itjuzi.com/investevents/16971
2014.11.18,Tezign特赞,文化娱乐,天使轮,北京,110万美元,线性资本LinearVenture Cherubic Ventures心元资本 华创资本,https://www.itjuzi.com/investevents/6698
2014.11.18,奶酪汇,旅游,A轮,北京,未透露,正和磁系资本,https://www.itjuzi.com/investevents/7397
2014.11.18,豆果网(豆果美食),本地生活,C轮,北京,2500万美元,高瓴资本Hillhouse Capital Crystal Stream清流资本,https://www.itjuzi.com/investevents/1839
2014.11.18,去动,社交网络,A轮,上海,1000万美元,SIG海纳亚洲,https://www.itjuzi.com/investevents/4891
2014.11.18,自家粮仓,本地生活,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/4896
2014.11.18,GoGoVan高高客货车,物流,B轮,香港,1000万美元,人人公司,https://www.itjuzi.com/investevents/4898
2014.11.17,蜜淘网,电子商务,B轮,北京,3000万美元,祥峰投资Vertex 晨兴资本 景林投资 经纬中国,https://www.itjuzi.com/investevents/4878
2014.11.17,阿卡Artka,电子商务,A轮,浙江,数千万人民币,湖畔山南资本,https://www.itjuzi.com/investevents/11839
2014.11.17,RTA路骋国旅万车游,旅游,新三板,上海,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/15088
2014.11.17,北京水瓶时代文化传播,文化娱乐,A轮,北京,500万人民币,邦易资本,https://www.itjuzi.com/investevents/6423
2014.11.17,遥控餐厅,本地生活,天使轮,北京,数百万人民币,联想之星,https://www.itjuzi.com/investevents/7095
2014.11.16,大食品网,电子商务,天使轮,北京,1000万人民币,乐搏资本 浙商创投,https://www.itjuzi.com/investevents/6968
2014.11.16,房真真,房产服务,天使轮,上海,数百万人民币,原子创投,https://www.itjuzi.com/investevents/7581
2014.11.16,购阿购,电子商务,B轮,北京,1000万美元,Crystal Stream清流资本,https://www.itjuzi.com/investevents/8109
2014.11.16,找画Artwow,文化娱乐,天使轮,北京,数百万人民币,和玉基金,https://www.itjuzi.com/investevents/9863
2014.11.16,小蛋智能空气净化器,硬件,天使轮,广东,数百万人民币,九合创投,https://www.itjuzi.com/investevents/14230
2014.11.15,罐头场文化(日食记),文化娱乐,天使轮,上海,数百万人民币,九合创投,https://www.itjuzi.com/investevents/12676
2014.11.14,一嗨租车,汽车交通,IPO上市,上海,1.61亿美元,投资方未透露,https://www.itjuzi.com/investevents/4848
2014.11.14,触控科技CocoaChina,游戏,E轮,北京,未透露,投资方未透露,https://www.itjuzi.com/investevents/4849
2014.11.14,易筹网,金融,天使轮,北京,未透露,投资方未透露,https://www.itjuzi.com/investevents/4851
2014.11.14,基本概念,体育运动,A轮,上海,数百万美元,联创策源,https://www.itjuzi.com/investevents/4852
2014.11.14,北纬56度,电子商务,天使轮,上海,数百万人民币,险峰长青(险峰华兴),https://www.itjuzi.com/investevents/4853
2014.11.14,速感科技ULBrain,硬件,天使轮,北京,数百万人民币,点亮资本,https://www.itjuzi.com/investevents/12650
2014.11.14,脸脸,社交网络,A轮,浙江,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/12715
2014.11.14,收留我shou65,旅游,A轮,浙江,数千万人民币,Cybernaut赛伯乐投资 天使湾,https://www.itjuzi.com/investevents/6547
2014.11.14,顽皮猴子,文化娱乐,天使轮,北京,未透露,互联网电影集团IFG,https://www.itjuzi.com/investevents/7654
2014.11.14,美菜网,电子商务,A轮,北京,数百万美元,蓝湖资本,https://www.itjuzi.com/investevents/7941
2014.11.14,乐天成科技,游戏,天使轮,广东,数百万人民币,云九 架桥投资,https://www.itjuzi.com/investevents/8175
2014.11.14,楚楚街(欢乐淘),电子商务,B轮,北京,数千万人民币,纪源资本GGV 君联资本 和君资本 腾讯,https://www.itjuzi.com/investevents/8931
2014.11.14,Calendar Pro随身云,工具软件,B轮,江苏,2500万美元,顺为基金,https://www.itjuzi.com/investevents/10504
2014.11.14,中华万年历,工具软件,B轮,江苏,2500万美元,顺为基金,https://www.itjuzi.com/investevents/10505
2014.11.13,Linkcube连酷科技,硬件,A轮,北京,未透露,娱乐工场 PreAngel,https://www.itjuzi.com/investevents/7403
2014.11.13,游戏鲸鱼,游戏,A轮,福建,1000万人民币,粤商创投,https://www.itjuzi.com/investevents/7511
2014.11.13,肌肤管家,医疗健康,A轮,上海,数百万人民币,BWVC泽厚资本,https://www.itjuzi.com/investevents/7868
2014.11.13,可米酷漫画,文化娱乐,A轮,广东,500万美元,SIG海纳亚洲 经纬中国,https://www.itjuzi.com/investevents/8364
2014.11.13,成都逸创云客服,企业服务,天使轮,四川,数百万人民币,九合创投,https://www.itjuzi.com/investevents/3927
2014.11.13,牛家帮,本地生活,天使轮,上海,数百万人民币,英诺天使基金 大河创投,https://www.itjuzi.com/investevents/4566
2014.11.13,Molbase摩贝网,电子商务,B轮,上海,数千万美元,投资方未透露,https://www.itjuzi.com/investevents/4814
2014.11.13,随身移动,工具软件,B轮,北京,2500万美元,顺为基金 DCM中国,https://www.itjuzi.com/investevents/4836
2014.11.13,泰笛洗涤,本地生活,B轮,上海,数千万美元,红杉资本中国,https://www.itjuzi.com/investevents/4840
